struct	alias	base	kind	size	offset	field	type	fieldsize
tagPLAYER_DISABLEDFLAG_SYNC	PLAYER_DISABLEDFLAG_SYNC	tagProtocolHeader	struct	5	1	m_dwFlags	DWORD	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	0	(base)	tagProtocolHeader	1
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	1	m_nID	DWORD	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	5	m_nDivideCount	int	4
tagPLAYER_DIVIDE_ITEM_COMMAND	PLAYER_DIVIDE_ITEM_COMMAND	tagProtocolHeader	struct	10	9	m_byContinuouslyDivide	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	0	(base)	tagProtocolHeader	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	1	m_btX	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	2	m_nItemID	int	4
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	6	m_btY	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	7	m_btPlace	BYTE	1
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	8	dwAntiBot	DWORD	4
tagPLAYER_EAT_ITEM_COMMAND	PLAYER_EAT_ITEM_COMMAND	tagProtocolHeader	struct	16	12	dwTargetID	DWORD	4
tagPLAYER_EXP_SYNC2	PLAYER_EXP_SYNC2	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagPLAYER_EXP_SYNC2	PLAYER_EXP_SYNC2	tagProtocolHeader	struct	9	1	m_i64Exp	INT64	8
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	0	(base)	tagProtocolHeader	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	1	m_btCamp	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	2	m_btCurFaction	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	3	m_btLastFaction	BYTE	1
tagPLAYER_FACTION_DATA	PLAYER_FACTION_DATA	tagProtocolHeader	struct	8	4	m_nAddTimes	int	4
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	0	(base)	tagProtocolHeader	1
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	1	m_btCurFactionID	BYTE	1
tagPLAYER_FACTION_SKILL_LEVEL	PLAYER_FACTION_SKILL_LEVEL	tagProtocolHeader	struct	3	2	m_btLevel	BYTE	1
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	0	(base)	tagProtocolHeader	1
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	1	wSize	WORD	2
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	3	nParam1	int	4
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	7	nItemCount	int	4
tagPLAYER_GIVEITEMSEND	PLAYER_GIVEITEMSEND	tagProtocolHeader	struct	11	11	Part	GiveItemPos[]	
tagPLAYER_LEAD_EXP_SYNC	PLAYER_LEAD_EXP_SYNC	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagPLAYER_LEAD_EXP_SYNC	PLAYER_LEAD_EXP_SYNC	tagProtocolHeader	struct	5	1	m_dwLeadExp	DWORD	4
tagPLAYER_LEAVE_FACTION	PLAYER_LEAVE_FACTION	tagProtocolHeader	struct	1	0	(base)	tagProtocolHeader	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	0	(base)	tagProtocolHeader	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	1	(base)	KRESIST_ATTR	100
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	101	m_btLevel	BYTE	1
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	102	m_nExp	INT64	8
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	110	m_nAttributePoint	int	4
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	114	m_nSkillPoint	WORD	2
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	116	m_nExpEx	short int	2
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	118	m_nBaseLifeMax	int	4
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	122	m_nBaseStaminaMax	int	4
tagPLAYER_LEVEL_UP_SYNC	PLAYER_LEVEL_UP_SYNC	tagProtocolHeader	struct	130	126	m_nBaseManaMax	int	4
tagPLAYER_MONEY_SYNC	PLAYER_MONEY_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagPLAYER_MONEY_SYNC	PLAYER_MONEY_SYNC	tagProtocolHeader	struct	13	1	m_nMoney1	int	4
tagPLAYER_MONEY_SYNC	PLAYER_MONEY_SYNC	tagProtocolHeader	struct	13	5	m_nMoney2	int	4
tagPLAYER_MONEY_SYNC	PLAYER_MONEY_SYNC	tagProtocolHeader	struct	13	9	m_nMoney3	int	4
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	1	m_btDownY	BYTE	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	2	m_btUpX	BYTE	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	3	m_btDownPos	BYTE	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	4	m_btDownX	BYTE	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	5	m_btUpY	BYTE	1
tagPLAYER_MOVE_ITEM_COMMAND	PLAYER_MOVE_ITEM_COMMAND	tagProtocolHeader	struct	7	6	m_btUpPos	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	0	(base)	tagProtocolHeader	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	1	m_btDownY	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	2	m_btDownPos	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	3	m_btDownX	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	4	m_btUpY	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	5	m_btUpX	BYTE	1
tagPLAYER_MOVE_ITEM_SYNC	PLAYER_MOVE_ITEM_SYNC	tagProtocolHeader	struct	7	6	m_btUpPos	BYTE	1
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	0	(base)	tagProtocolHeader	1
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	1	m_btPosY	BYTE	1
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	2	m_btPosX	BYTE	1
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	3	m_btPosType	BYTE	1
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	4	m_nObjID	int	4
tagPLAYER_PICKUP_ITEM_COMMAND	PLAYER_PICKUP_ITEM_COMMAND	tagProtocolHeader	struct	12	8	Reserved	DWORD	4
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	0	(base)	tagProtocolHeader	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	1	m_wProtocolLong	WORD	2
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	3	m_nOperateType	BYTE	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	4	m_bUIId	BYTE	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	5	m_bOptionNum	BYTE	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	6	m_bParam1	BYTE	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	7	m_bParam2	BYTE	1
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	8	m_nParam	int	4
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	12	m_nBufferLen	int	4
tagPLAYER_SCRIPTACTION_SYNC	PLAYER_SCRIPTACTION_SYNC	tagProtocolHeader	struct	916	16	m_pContent	char[900]	900
tagPLAYER_SELL_ITEM_COMMAND	PLAYER_SELL_ITEM_COMMAND	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagPLAYER_SELL_ITEM_COMMAND	PLAYER_SELL_ITEM_COMMAND	tagProtocolHeader	struct	13	1	m_ID	int	4
tagPLAYER_SELL_ITEM_COMMAND	PLAYER_SELL_ITEM_COMMAND	tagProtocolHeader	struct	13	5	Reserved	DWORD[2]	8
tagPLAYER_SET_PK	PLAYER_SET_PK	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagPLAYER_SET_PK	PLAYER_SET_PK	tagProtocolHeader	struct	2	1	m_btPKFlag	BYTE	1
tagPLAYER_SKILL_LEVEL_SYNC	PLAYER_SKILL_LEVEL_SYNC	tagProtocolHeader	struct	15	0	(base)	tagProtocolHeader	1
tagPLAYER_SKILL_LEVEL_SYNC	PLAYER_SKILL_LEVEL_SYNC	tagProtocolHeader	struct	15	1	m_nSkillID	int	4
tagPLAYER_SKILL_LEVEL_SYNC	PLAYER_SKILL_LEVEL_SYNC	tagProtocolHeader	struct	15	5	m_nSkillLevel	int	4
tagPLAYER_SKILL_LEVEL_SYNC	PLAYER_SKILL_LEVEL_SYNC	tagProtocolHeader	struct	15	9	m_nLeavePoint	int	4
tagPLAYER_SKILL_LEVEL_SYNC	PLAYER_SKILL_LEVEL_SYNC	tagProtocolHeader	struct	15	13	m_wSkillExpPercent	short int	2
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	0	(base)	tagProtocolHeader	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	1	m_wLength	WORD	2
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	3	WalkSpeed	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	4	AttackSpeed	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	5	RunSpeed	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	6	ArmorType	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	7	HelmType	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	8	RankID	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	9	ID	DWORD	4
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	13	HorseType	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	14	m_btSomeFlag	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	15	CastSpeed	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	16	WeaponType	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	17	m_btSex	BYTE	1
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	18	m_wTitleID	WORD	2
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	20	m_dwTongNameID	DWORD	4
tagPLAYER_SYNC	PLAYER_SYNC	tagProtocolHeader	struct	88	24	m_szTongCall	char[64]	64
tagPLAYER_TASKVALUE_SYNC	PLAYER_TASKVALUE_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagPLAYER_TASKVALUE_SYNC	PLAYER_TASKVALUE_SYNC	tagProtocolHeader	struct	9	1	nTaskID	int	4
tagPLAYER_TASKVALUE_SYNC	PLAYER_TASKVALUE_SYNC	tagProtocolHeader	struct	9	5	nTaskValue	int	4
tagPLAYER_THROW_AWAY_ITEM_COMMAND	PLAYER_THROW_AWAY_ITEM_COMMAND	tagProtocolHeader	struct	1	0	(base)	tagProtocolHeader	1
tagPermitPlayerExchange		tagProtocolHeader	struct	56	0	(base)	tagProtocolHeader	1
tagPermitPlayerExchange		tagProtocolHeader	struct	56	1	szAccount	char[32]	32
tagPermitPlayerExchange		tagProtocolHeader	struct	56	33	guid	GUID	16
tagPermitPlayerExchange		tagProtocolHeader	struct	56	49	dwIp	DWORD	4
tagPermitPlayerExchange		tagProtocolHeader	struct	56	53	wPort	WORD	2
tagPermitPlayerExchange		tagProtocolHeader	struct	56	55	bPermit	bool	1
tagPermitPlayerLogin		tagProtocolHeader2	struct	54	0	(base)	tagProtocolHeader2	5
tagPermitPlayerLogin		tagProtocolHeader2	struct	54	5	guid	GUID	16
tagPermitPlayerLogin		tagProtocolHeader2	struct	54	21	szRoleName	char[32]	32
tagPermitPlayerLogin		tagProtocolHeader2	struct	54	53	bPermit	bool	1
tagProtoHeader		tagProtocolHeader	struct	1	0	(base)	tagProtocolHeader	1
tagProtocolExtendHeader	KSUBPROTO	tagProtocolLengthHeader	struct	4	0	(base)	tagProtocolLengthHeader	3
tagProtocolExtendHeader	KSUBPROTO	tagProtocolLengthHeader	struct	4	3	m_bySubProtocolType	BYTE	1
tagProtocolHeader2		tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagProtocolHeader2		tagProtocolHeader	struct	5	1	ulIdentity	long unsigned int	4
tagProtocolLengthHeader	KLENPROTOCOL	tagProtocolHeader	struct	3	0	(base)	tagProtocolHeader	1
tagProtocolLengthHeader	KLENPROTOCOL	tagProtocolHeader	struct	3	1	m_wProcotolSize	WORD	2
tagQueryMapInfo		tagProtocolHeader	struct	45	0	(base)	tagProtocolHeader	1
tagQueryMapInfo		tagProtocolHeader	struct	45	1	uTime	unsigned int	4
tagQueryMapInfo		tagProtocolHeader	struct	45	5	nClientID	int	4
tagQueryMapInfo		tagProtocolHeader	struct	45	9	timeTm	TTm	36
tagRegisterAccount		tagProtocolHeader	struct	33	0	(base)	tagProtocolHeader	1
tagRegisterAccount		tagProtocolHeader	struct	33	1	szAccountName	BYTE[32]	32
tagRelaySDBOper		tagRelaySDBRecord	struct	16	0	(base)	tagRelaySDBRecord	15
tagRelaySDBOper		tagRelaySDBRecord	struct	16	15	byData	BYTE[1]	1
tagRelaySDBRecord		EXTEND_HEADER	struct	15	0	(base)	EXTEND_HEADER	2
tagRelaySDBRecord		EXTEND_HEADER	struct	15	2	uKeyParam1	unsigned int	4
tagRelaySDBRecord		EXTEND_HEADER	struct	15	6	uKeyParam2	unsigned int	4
tagRelaySDBRecord		EXTEND_HEADER	struct	15	10	byKeyStringLen	unsigned char	1
tagRelaySDBRecord		EXTEND_HEADER	struct	15	11	byFlag	unsigned char	1
tagRelaySDBRecord		EXTEND_HEADER	struct	15	12	uDataBufferLen	short unsigned int	2
tagRelaySDBRecord		EXTEND_HEADER	struct	15	14	byOperParam	unsigned char	1
tagRelayStatAutoHangPlayer		EXTEND_HEADER	struct	14	0	(base)	EXTEND_HEADER	2
tagRelayStatAutoHangPlayer		EXTEND_HEADER	struct	14	2	nSubWorldID	int	4
tagRelayStatAutoHangPlayer		EXTEND_HEADER	struct	14	6	nPlayerCount	int	4
tagRelayStatAutoHangPlayer		EXTEND_HEADER	struct	14	10	nAutoHangPlayerCount	int	4
tagRelayToGameSvrTestMsg		EXTEND_HEADER	struct	12	0	(base)	EXTEND_HEADER	2
tagRelayToGameSvrTestMsg		EXTEND_HEADER	struct	12	2	bMsgLen	BYTE	1
tagRelayToGameSvrTestMsg		EXTEND_HEADER	struct	12	3	nReserved	int[2]	8
tagRelayToGameSvrTestMsg		EXTEND_HEADER	struct	12	11	sMsg	char[1]	1
tagReturnChangeExtPoint		tagProtocolHeader	struct	45	0	(base)	tagProtocolHeader	1
tagReturnChangeExtPoint		tagProtocolHeader	struct	45	1	nResult	int	4
tagReturnChangeExtPoint		tagProtocolHeader	struct	45	5	szAccountName	BYTE[32]	32
tagReturnChangeExtPoint		tagProtocolHeader	struct	45	37	uFlag	unsigned int	4
tagReturnChangeExtPoint		tagProtocolHeader	struct	45	41	nPlayerDataIndex	int	4
tagRoleEnterGame		tagProtocolHeader	struct	34	0	(base)	tagProtocolHeader	1
tagRoleEnterGame		tagProtocolHeader	struct	34	1	bLock	bool	1
tagRoleEnterGame		tagProtocolHeader	struct	34	2	Name	char[32]	32
tagSALE_BOX_SYNC	SALE_BOX_SYNC	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagSALE_BOX_SYNC	SALE_BOX_SYNC	tagProtocolHeader	struct	13	1	nShopIndex	int	4
tagSALE_BOX_SYNC	SALE_BOX_SYNC	tagProtocolHeader	struct	13	5	nScale	int	4
tagSALE_BOX_SYNC	SALE_BOX_SYNC	tagProtocolHeader	struct	13	9	nCurrencyType	int	4
tagSALE_ITEMBUSSINESS	SALE_ITEMBUSSINESS	tagSALE_BOX_SYNC	struct	53	0	(base)	tagSALE_BOX_SYNC	13
tagSALE_ITEMBUSSINESS	SALE_ITEMBUSSINESS	tagSALE_BOX_SYNC	struct	53	13	nShopType	int	4
tagSALE_ITEMBUSSINESS	SALE_ITEMBUSSINESS	tagSALE_BOX_SYNC	struct	53	17	nRev	int	4
tagSALE_ITEMBUSSINESS	SALE_ITEMBUSSINESS	tagSALE_BOX_SYNC	struct	53	21	szShopName	char[32]	32
tagSALE_STORES_CHANGE_SHOP	SALE_STORES_CHANGE_SHOP	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagSALE_STORES_CHANGE_SHOP	SALE_STORES_CHANGE_SHOP	tagProtocolHeader	struct	5	1	m_nNewShopIndex	int	4
tagSALE_STORES_SYNC	SALE_STORES_SYNC	tagProtocolHeader	struct	577	0	(base)	tagProtocolHeader	1
tagSALE_STORES_SYNC	SALE_STORES_SYNC	tagProtocolHeader	struct	577	1	sStoresShopInfo	SALE_STORES_SHOP[12]	576
tagSHOW_MSG_SYNC	SHOW_MSG_SYNC	tagProtocolHeader	struct	9	0	(base)	tagProtocolHeader	1
tagSHOW_MSG_SYNC	SHOW_MSG_SYNC	tagProtocolHeader	struct	9	1	m_wLength	WORD	2
tagSHOW_MSG_SYNC	SHOW_MSG_SYNC	tagProtocolHeader	struct	9	3	m_wMsgID	WORD	2
tagSHOW_MSG_SYNC	SHOW_MSG_SYNC	tagProtocolHeader	struct	9	5	m_lpBuf	LPVOID	4
tagSKILL_CHANGEAURASKILL_COMMAND	SKILL_CHANGEAURASKILL_COMMAND	tagProtocolHeader	struct	5	0	(base)	tagProtocolHeader	1
tagSKILL_CHANGEAURASKILL_COMMAND	SKILL_CHANGEAURASKILL_COMMAND	tagProtocolHeader	struct	5	1	m_nAuraSkill	int	4
tagSKILL_SEND_ALL_SYNC	SKILL_SEND_ALL_SYNC	tagProtocolHeader	struct	483	0	(base)	tagProtocolHeader	1
tagSKILL_SEND_ALL_SYNC	SKILL_SEND_ALL_SYNC	tagProtocolHeader	struct	483	1	m_wProtocolLong	WORD	2
tagSKILL_SEND_ALL_SYNC	SKILL_SEND_ALL_SYNC	tagProtocolHeader	struct	483	3	m_sAllSkill	tagSKILL_SEND_ALL_SYNC_m_sAllSkill_t[80]	480
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	0	(base)	tagProtocolHeader	1
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	1	m_wLength	WORD	2
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	3	m_dwNpcID	DWORD	4
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	7	m_dwSkillID	DWORD	4
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	11	m_nLevel	int	4
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	15	m_nTime	int	4
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	19	m_bNoClearOnDeath	BYTE	1
tagSTATE_EFFECT_SYNC	STATE_EFFECT_SYNC	tagProtocolHeader	struct	340	20	m_MagicAttrib	KMagicAttrib[20]	320
tagSTORE_MONEY_COMMAND	STORE_MONEY_COMMAND	tagProtocolHeader	struct	14	0	(base)	tagProtocolHeader	1
tagSTORE_MONEY_COMMAND	STORE_MONEY_COMMAND	tagProtocolHeader	struct	14	1	m_byDir	BYTE	1
tagSTORE_MONEY_COMMAND	STORE_MONEY_COMMAND	tagProtocolHeader	struct	14	2	m_dwMoney	DWORD	4
tagSTORE_MONEY_COMMAND	STORE_MONEY_COMMAND	tagProtocolHeader	struct	14	6	Reserved	DWORD[2]	8
tagSYNC_WEATHER	SYNC_WEATHER	tagProtocolHeader	struct	2	0	(base)	tagProtocolHeader	1
tagSYNC_WEATHER	SYNC_WEATHER	tagProtocolHeader	struct	2	1	WeatherID	BYTE	1
tagSearchWay		tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagSearchWay		tagProtocolHeader	struct	13	1	lnID	int	4
tagSearchWay		tagProtocolHeader	struct	13	5	nIndex	int	4
tagSearchWay		tagProtocolHeader	struct	13	9	dwPlayerID	DWORD	4
tagSetHighLightPos	TSetHighLightPos	tagMINIMAP_OBJ_SYNC	struct	87	0	(base)	tagMINIMAP_OBJ_SYNC	15
tagSetHighLightPos	TSetHighLightPos	tagMINIMAP_OBJ_SYNC	struct	87	15	dwTimeTick	DWORD	4
tagSetHighLightPos	TSetHighLightPos	tagMINIMAP_OBJ_SYNC	struct	87	19	nPicID	INT	4
tagSetHighLightPos	TSetHighLightPos	tagMINIMAP_OBJ_SYNC	struct	87	23	szMsg	char[64]	64
tagSyncBotSignCode		tagProtocolHeader	struct	8	0	(base)	tagProtocolHeader	1
tagSyncBotSignCode		tagProtocolHeader	struct	8	1	wLength	WORD	2
tagSyncBotSignCode		tagProtocolHeader	struct	8	3	nCount	int	4
tagSyncBotSignCode		tagProtocolHeader	struct	8	7	pBuffer	BYTE[1]	1
tagTEXTCMD	TEXTCMD	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagTEXTCMD	TEXTCMD	tagProtocolHeader	struct	4	1	m_wLength	WORD	2
tagTEXTCMD	TEXTCMD	tagProtocolHeader	struct	4	3	m_TextCmd	char[1]	1
tagTHROW_AWAY_ALL_MEDICINE_COMMAND	THROW_AWAY_ALL_MEDICINE_COMMAND	tagProtocolHeader	struct	4	0	(base)	tagProtocolHeader	1
tagTHROW_AWAY_ALL_MEDICINE_COMMAND	THROW_AWAY_ALL_MEDICINE_COMMAND	tagProtocolHeader	struct	4	1	byRoom	BYTE	1
tagTHROW_AWAY_ALL_MEDICINE_COMMAND	THROW_AWAY_ALL_MEDICINE_COMMAND	tagProtocolHeader	struct	4	2	byDetailType	BYTE	1
tagTHROW_AWAY_ALL_MEDICINE_COMMAND	THROW_AWAY_ALL_MEDICINE_COMMAND	tagProtocolHeader	struct	4	3	byParam	BYTE	1
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	0	(base)	tagProtocolHeader	1
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	1	m_wLength	WORD	2
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	3	m_btMsgId	BYTE	1
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	4	m_nPlayerIdx	int	4
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	8	m_dwNameID	DWORD	4
tagTONG_ACCEPT_MEMBER_COMMAND	TONG_ACCEPT_MEMBER_COMMAND	tagProtocolHeader	struct	13	12	m_btFlag	BYTE	1
tagTONG_APPLY_ADD_COMMAND	TONG_APPLY_ADD_COMMAND	tagProtocolHeader	struct	8	0	(base)	tagProtocolHeader	1
tagTONG_APPLY_ADD_COMMAND	TONG_APPLY_ADD_COMMAND	tagProtocolHeader	struct	8	1	m_wLength	WORD	2
tagTONG_APPLY_ADD_COMMAND	TONG_APPLY_ADD_COMMAND	tagProtocolHeader	struct	8	3	m_btMsgId	BYTE	1
tagTONG_APPLY_ADD_COMMAND	TONG_APPLY_ADD_COMMAND	tagProtocolHeader	struct	8	4	m_dwNpcID	DWORD	4
tagTONG_APPLY_ADD_SYNC	TONG_APPLY_ADD_SYNC	tagProtocolHeader	struct	40	0	(base)	tagProtocolHeader	1
tagTONG_APPLY_ADD_SYNC	TONG_APPLY_ADD_SYNC	tagProtocolHeader	struct	40	1	m_wLength	WORD	2
tagTONG_APPLY_ADD_SYNC	TONG_APPLY_ADD_SYNC	tagProtocolHeader	struct	40	3	m_btMsgId	BYTE	1
